rank,film_title,film_year,film_rating,link_url
380,Perfect Blue,1997,8.0,https://www.imdb.com/title/tt0156887/
381,Festen,1998,8.0,https://www.imdb.com/title/tt0154420/
382,Central Station,1998,8.0,https://www.imdb.com/title/tt0140888/
383,The Iron Giant,1999,8.0,https://www.imdb.com/title/tt0129167/
384,Knockin' on Heaven's Door,1997,8.0,https://www.imdb.com/title/tt0119472/
385,Sling Blade,1996,8.0,https://www.imdb.com/title/tt0117666/
386,Secrets & Lies,1996,8.0,https://www.imdb.com/title/tt0117589/
387,Twelve Monkeys,1995,8.0,https://www.imdb.com/title/tt0114746/
388,Ghost in the Shell,1995,8.0,https://www.imdb.com/title/tt0113568/
389,The Nightmare Before Christmas,1993,8.0,https://www.imdb.com/title/tt0107688/
390,Groundhog Day,1993,8.0,https://www.imdb.com/title/tt0107048/
391,Bound by Honor,1993,8.0,https://www.imdb.com/title/tt0106469/
392,Scent of a Woman,1992,8.0,https://www.imdb.com/title/tt0105323/
393,Aladdin,1992,8.0,https://www.imdb.com/title/tt0103639/
394,JFK,1991,8.0,https://www.imdb.com/title/tt0102138/
395,Beauty and the Beast,1991,8.0,https://www.imdb.com/title/tt0101414/
396,Dances with Wolves,1990,8.0,https://www.imdb.com/title/tt0099348/
397,Rain Man,1988,8.0,https://www.imdb.com/title/tt0095953/
398,Akira,1988,8.0,https://www.imdb.com/title/tt0094625/
399,Wings of Desire,1987,8.0,https://www.imdb.com/title/tt0093191/
400,Au Revoir les Enfants,1987,8.0,https://www.imdb.com/title/tt0092593/
401,Laputa: Castle in the Sky,1986,8.0,https://www.imdb.com/title/tt0092067/
402,The Terminator,1984,8.0,https://www.imdb.com/title/tt0088247/
403,Pink Floyd: The Wall,1982,8.0,https://www.imdb.com/title/tt0084503/
404,Gandhi,1982,8.0,https://www.imdb.com/title/tt0083987/
405,Kagemusha,1980,8.0,https://www.imdb.com/title/tt0080979/
406,Being There,1979,8.0,https://www.imdb.com/title/tt0078841/
407,Annie Hall,1977,8.0,https://www.imdb.com/title/tt0075686/
408,All the President's Men,1976,8.0,https://www.imdb.com/title/tt0074119/
409,Jaws,1975,8.0,https://www.imdb.com/title/tt0073195/
410,Dog Day Afternoon,1975,8.0,https://www.imdb.com/title/tt0072890/
411,Young Frankenstein,1974,8.0,https://www.imdb.com/title/tt0072431/
412,Papillon,1973,8.0,https://www.imdb.com/title/tt0070511/
413,The Exorcist,1973,8.0,https://www.imdb.com/title/tt0070047/
414,Sleuth,1972,8.0,https://www.imdb.com/title/tt0069281/
415,The Last Picture Show,1971,8.0,https://www.imdb.com/title/tt0067328/
416,Fiddler on the Roof,1971,8.0,https://www.imdb.com/title/tt0067093/
417,The Conformist,1970,8.0,https://www.imdb.com/title/tt0065571/
418,Butch Cassidy and the Sundance Kid,1969,8.0,https://www.imdb.com/title/tt0064115/
419,Rosemary's Baby,1968,8.0,https://www.imdb.com/title/tt0063522/
420,Planet of the Apes,1968,8.0,https://www.imdb.com/title/tt0063442/
421,The Graduate,1967,8.0,https://www.imdb.com/title/tt0061722/
422,Who's Afraid of Virginia Woolf?,1966,8.0,https://www.imdb.com/title/tt0061184/
423,The Sound of Music,1965,8.0,https://www.imdb.com/title/tt0059742/
424,Doctor Zhivago,1965,8.0,https://www.imdb.com/title/tt0059113/
425,A Fistful of Dollars,1964,8.0,https://www.imdb.com/title/tt0058461/
426,Federico Fellini's 8½,1963,8.0,https://www.imdb.com/title/tt0056801/
427,Vivre Sa Vie,1962,8.0,https://www.imdb.com/title/tt0056663/
428,The Hustler,1961,8.0,https://www.imdb.com/title/tt0054997/
429,La Dolce Vita,1960,8.0,https://www.imdb.com/title/tt0053779/
430,Rio Bravo,1959,8.0,https://www.imdb.com/title/tt0053221/
431,Anatomy of a Murder,1959,8.0,https://www.imdb.com/title/tt0052561/
432,Touch of Evil,1958,8.0,https://www.imdb.com/title/tt0052311/
433,Cat on a Hot Tin Roof,1958,8.0,https://www.imdb.com/title/tt0051459/
434,The Killing,1956,8.0,https://www.imdb.com/title/tt0049406/
435,The Night of the Hunter,1955,8.0,https://www.imdb.com/title/tt0048424/
436,La Strada,1954,8.0,https://www.imdb.com/title/tt0047528/
437,Les Diaboliques,1955,8.0,https://www.imdb.com/title/tt0046911/
438,Stalag 17,1953,8.0,https://www.imdb.com/title/tt0046359/
439,Roman Holiday,1953,8.0,https://www.imdb.com/title/tt0046250/
440,A Streetcar Named Desire,1951,8.0,https://www.imdb.com/title/tt0044081/
441,Strangers on a Train,1951,8.0,https://www.imdb.com/title/tt0044079/
442,Kind Hearts and Coronets,1949,8.0,https://www.imdb.com/title/tt0041546/
443,Rope,1948,8.0,https://www.imdb.com/title/tt0040746/
444,Out of the Past,1947,8.0,https://www.imdb.com/title/tt0039689/
445,Brief Encounter,1945,8.0,https://www.imdb.com/title/tt0037558/
446,Laura,1944,8.0,https://www.imdb.com/title/tt0037008/
447,The Best Years of Our Lives,1946,8.0,https://www.imdb.com/title/tt0036868/
448,Arsenic and Old Lace,1944,8.0,https://www.imdb.com/title/tt0036613/
449,The Maltese Falcon,1941,8.0,https://www.imdb.com/title/tt0033870/
450,The Grapes of Wrath,1940,8.0,https://www.imdb.com/title/tt0032551/
451,The Wizard of Oz,1939,8.0,https://www.imdb.com/title/tt0032138/
452,La Règle du Jeu,1939,8.0,https://www.imdb.com/title/tt0031885/
453,The Thin Man,1934,8.0,https://www.imdb.com/title/tt0025878/
454,All Quiet on the Western Front,1930,8.0,https://www.imdb.com/title/tt0020629/
455,Battleship Potemkin,1925,8.0,https://www.imdb.com/title/tt0015648/
456,Knives Out,2019,7.9,https://www.imdb.com/title/tt8946378/
457,The Gentlemen,2019,7.9,https://www.imdb.com/title/tt8367814/
458,Call Me by Your Name,2017,7.9,https://www.imdb.com/title/tt5726616/
459,"I, Daniel Blake",2016,7.9,https://www.imdb.com/title/tt5168192/
460,Isle of Dogs,2018,7.9,https://www.imdb.com/title/tt5104604/
461,Dunkirk,2017,7.9,https://www.imdb.com/title/tt5013056/
462,Hunt for the Wilderpeople,2016,7.9,https://www.imdb.com/title/tt4698684/
463,Captain Fantastic,2016,7.9,https://www.imdb.com/title/tt3553976/
464,Sing Street,2016,7.9,https://www.imdb.com/title/tt3544112/
465,Thor: Ragnarok,2017,7.9,https://www.imdb.com/title/tt3501632/
466,Little Women,2019,7.9,https://www.imdb.com/title/tt3281548/
467,Jojo Rabbit,2019,7.9,https://www.imdb.com/title/tt2584384/
468,Arrival,2016,7.9,https://www.imdb.com/title/tt2543164/
469,Star Wars: Episode VII - The Force Awakens,2015,7.9,https://www.imdb.com/title/tt2488496/
470,Before Midnight,2013,7.9,https://www.imdb.com/title/tt2209418/
471,Bir Zamanlar Anadolu'da,2011,7.9,https://www.imdb.com/title/tt1827487/
472,The Artist,2011,7.9,https://www.imdb.com/title/tt1655442/
473,Edge of Tomorrow,2014,7.9,https://www.imdb.com/title/tt1631867/
474,Amour,2012,7.9,https://www.imdb.com/title/tt1602620/
475,Straight Outta Compton,2015,7.9,https://www.imdb.com/title/tt1398426/
476,The Irishman,2019,7.9,https://www.imdb.com/title/tt1302006/
477,A Prophet,2009,7.9,https://www.imdb.com/title/tt1235166/
478,The Chaser,2008,7.9,https://www.imdb.com/title/tt1190539/
479,Moon,2009,7.9,https://www.imdb.com/title/tt1182345/
480,Let the Right One In,2008,7.9,https://www.imdb.com/title/tt1139797/
481,District 9,2009,7.9,https://www.imdb.com/title/tt1136608/
482,The Wrestler,2008,7.9,https://www.imdb.com/title/tt1125849/
483,Jab We Met,2007,7.9,https://www.imdb.com/title/tt1093370/
484,Boyhood,2014,7.9,https://www.imdb.com/title/tt1065073/
485,"4 Months, 3 Weeks and 2 Days",2007,7.9,https://www.imdb.com/title/tt1032846/
486,Star Trek,2009,7.9,https://www.imdb.com/title/tt0796366/
487,In Bruges,2008,7.9,https://www.imdb.com/title/tt0780536/
488,The Man from Earth,2007,7.9,https://www.imdb.com/title/tt0756683/
489,Letters from Iwo Jima,2006,7.9,https://www.imdb.com/title/tt0498380/
490,The Fall,2006,7.9,https://www.imdb.com/title/tt0460791/
491,Life of Pi,2012,7.9,https://www.imdb.com/title/tt0454876/
492,Fantastic Mr. Fox,2009,7.9,https://www.imdb.com/title/tt0432283/
493,C.R.A.Z.Y.,2005,7.9,https://www.imdb.com/title/tt0401085/
494,The Chorus,2004,7.9,https://www.imdb.com/title/tt0372824/
495,Iron Man,2008,7.9,https://www.imdb.com/title/tt0371746/
496,Shaun of the Dead,2004,7.9,https://www.imdb.com/title/tt0365748/
497,Head-On,2004,7.9,https://www.imdb.com/title/tt0347048/
498,Mystic River,2003,7.9,https://www.imdb.com/title/tt0327056/
499,Harry Potter and the Prisoner of Azkaban,2004,7.9,https://www.imdb.com/title/tt0304141/
500,Hero,2002,7.9,https://www.imdb.com/title/tt0299977/
501,Talk to Her,2002,7.9,https://www.imdb.com/title/tt0287467/
502,No Man's Land,2001,7.9,https://www.imdb.com/title/tt0283509/
503,Cowboy Bebop: The Movie,2001,7.9,https://www.imdb.com/title/tt0275277/
504,The Bourne Identity,2002,7.9,https://www.imdb.com/title/tt0258463/
505,Nine Queens,2000,7.9,https://www.imdb.com/title/tt0247586/
506,Children of Men,2006,7.9,https://www.imdb.com/title/tt0206634/
507,Almost Famous,2000,7.9,https://www.imdb.com/title/tt0181875/
508,Toy Story 2,1999,7.9,https://www.imdb.com/title/tt0120363/
509,Boogie Nights,1997,7.9,https://www.imdb.com/title/tt0118749/
510,Whisper of the Heart,1995,7.9,https://www.imdb.com/title/tt0113824/
511,Once Were Warriors,1994,7.9,https://www.imdb.com/title/tt0110729/
512,True Romance,1993,7.9,https://www.imdb.com/title/tt0108399/
513,Three Colours: Blue,1993,7.9,https://www.imdb.com/title/tt0108394/
514,Ninja Scroll,1993,7.9,https://www.imdb.com/title/tt0107692/
515,Carlito's Way,1993,7.9,https://www.imdb.com/title/tt0106519/
516,Edward Scissorhands,1990,7.9,https://www.imdb.com/title/tt0099487/
517,My Left Foot,1989,7.9,https://www.imdb.com/title/tt0097937/
518,Do the Right Thing,1989,7.9,https://www.imdb.com/title/tt0097216/
519,Crimes and Misdemeanors,1989,7.9,https://www.imdb.com/title/tt0097123/
520,The Untouchables,1987,7.9,https://www.imdb.com/title/tt0094226/
521,Hannah and Her Sisters,1986,7.9,https://www.imdb.com/title/tt0091167/
522,The Breakfast Club,1985,7.9,https://www.imdb.com/title/tt0088847/
523,Brazil,1985,7.9,https://www.imdb.com/title/tt0088846/
524,This Is Spinal Tap,1984,7.9,https://www.imdb.com/title/tt0088258/
525,A Christmas Story,1983,7.9,https://www.imdb.com/title/tt0085334/
526,The Blues Brothers,1980,7.9,https://www.imdb.com/title/tt0080455/
527,Manhattan,1979,7.9,https://www.imdb.com/title/tt0079522/
528,All That Jazz,1979,7.9,https://www.imdb.com/title/tt0078754/
529,Dawn of the Dead,1978,7.9,https://www.imdb.com/title/tt0077402/
530,The Holy Mountain,1973,7.9,https://www.imdb.com/title/tt0071615/
531,Amarcord,1973,7.9,https://www.imdb.com/title/tt0071129/
532,The Discreet Charm of the Bourgeoisie,1972,7.9,https://www.imdb.com/title/tt0068361/
533,"Aguirre, Wrath of God",1972,7.9,https://www.imdb.com/title/tt0068182/
534,Harold and Maude,1971,7.9,https://www.imdb.com/title/tt0067185/
535,Patton,1970,7.9,https://www.imdb.com/title/tt0066206/
536,The Wild Bunch,1969,7.9,https://www.imdb.com/title/tt0065214/
537,Night of the Living Dead,1968,7.9,https://www.imdb.com/title/tt0063350/
538,The Lion in Winter,1968,7.9,https://www.imdb.com/title/tt0063227/
539,In the Heat of the Night,1967,7.9,https://www.imdb.com/title/tt0061811/
540,Charade,1963,7.9,https://www.imdb.com/title/tt0056923/
541,The Manchurian Candidate,1962,7.9,https://www.imdb.com/title/tt0056218/
542,Spartacus,1960,7.9,https://www.imdb.com/title/tt0054331/
543,L'Avventura,1960,7.9,https://www.imdb.com/title/tt0053619/
544,Breathless,1960,7.9,https://www.imdb.com/title/tt0053472/
545,Hiroshima Mon Amour,1959,7.9,https://www.imdb.com/title/tt0052893/
546,The Searchers,1956,7.9,https://www.imdb.com/title/tt0049730/
547,East of Eden,1955,7.9,https://www.imdb.com/title/tt0048028/
548,High Noon,1952,7.9,https://www.imdb.com/title/tt0044706/
549,Harvey,1950,7.9,https://www.imdb.com/title/tt0042546/
550,Miracle on 34th Street,1947,7.9,https://www.imdb.com/title/tt0039628/
551,Notorious,1946,7.9,https://www.imdb.com/title/tt0038787/
552,The Big Sleep,1946,7.9,https://www.imdb.com/title/tt0038355/
553,The Lost Weekend,1945,7.9,https://www.imdb.com/title/tt0037884/
554,The Philadelphia Story,1940,7.9,https://www.imdb.com/title/tt0032904/
555,His Girl Friday,1940,7.9,https://www.imdb.com/title/tt0032599/
556,Stagecoach,1939,7.9,https://www.imdb.com/title/tt0031971/
557,Bringing Up Baby,1938,7.9,https://www.imdb.com/title/tt0029947/
558,The Adventures of Robin Hood,1938,7.9,https://www.imdb.com/title/tt0029843/
559,A Night at the Opera,1935,7.9,https://www.imdb.com/title/tt0026778/
560,King Kong,1933,7.9,https://www.imdb.com/title/tt0024216/
561,Freaks,1932,7.9,https://www.imdb.com/title/tt0022913/
562,Nosferatu,1922,7.9,https://www.imdb.com/title/tt0013442/
563,The Salesman,2016,7.8,https://www.imdb.com/title/tt5186714/
564,Perfetti sconosciuti,2016,7.8,https://www.imdb.com/title/tt4901306/
565,Hidden Figures,2016,7.8,https://www.imdb.com/title/tt4846340/
566,Paddington 2,2017,7.8,https://www.imdb.com/title/tt4468740/
567,Udta Punjab,2016,7.8,https://www.imdb.com/title/tt4434004/
568,Kubo and the Two Strings,2016,7.8,https://www.imdb.com/title/tt4302938/
569,Manchester by the Sea,2016,7.8,https://www.imdb.com/title/tt4034228/
570,Land of Mine,2015,7.8,https://www.imdb.com/title/tt3841424/
571,Rogue One,2016,7.8,https://www.imdb.com/title/tt3748528/
572,Captain America: Civil War,2016,7.8,https://www.imdb.com/title/tt3498820/
573,The Hateful Eight,2015,7.8,https://www.imdb.com/title/tt3460252/
574,Loving Vincent,2017,7.8,https://www.imdb.com/title/tt3262342/
575,Pride,2014,7.8,https://www.imdb.com/title/tt3169706/
576,Nightcrawler,2014,7.8,https://www.imdb.com/title/tt2872718/
577,The Past,2013,7.8,https://www.imdb.com/title/tt2404461/
578,The Great Beauty,2013,7.8,https://www.imdb.com/title/tt2358891/
579,The Lunchbox,2013,7.8,https://www.imdb.com/title/tt2350496/
580,Vicky Donor,2012,7.8,https://www.imdb.com/title/tt2317337/
581,Big Hero 6,2014,7.8,https://www.imdb.com/title/tt2245084/
582,About Time,2013,7.8,https://www.imdb.com/title/tt2194499/
583,English Vinglish,2012,7.8,https://www.imdb.com/title/tt2181931/
584,The Broken Circle Breakdown,2012,7.8,https://www.imdb.com/title/tt2024519/
585,The Wind Rises,2013,7.8,https://www.imdb.com/title/tt2013293/
586,Toy Story 4,2019,7.8,https://www.imdb.com/title/tt1979376/
587,Deception,2013,7.8,https://www.imdb.com/title/tt1924396/
588,Moonrise Kingdom,2012,7.8,https://www.imdb.com/title/tt1748122/
589,How to Train Your Dragon 2,2014,7.8,https://www.imdb.com/title/tt1646971/
590,The Big Short,2015,7.8,https://www.imdb.com/title/tt1596363/
591,Confessions,2010,7.8,https://www.imdb.com/title/tt1590089/
592,I Saw the Devil,2010,7.8,https://www.imdb.com/title/tt1588170/
593,The Girl with the Dragon Tattoo,2011,7.8,https://www.imdb.com/title/tt1568346/
594,Captain Phillips,2013,7.8,https://www.imdb.com/title/tt1535109/
595,The Man from Nowhere,2010,7.8,https://www.imdb.com/title/tt1527788/
596,Mother,2009,7.8,https://www.imdb.com/title/tt1216496/
597,The Hobbit: The Desolation of Smaug,2013,7.8,https://www.imdb.com/title/tt1170358/
598,The White Ribbon,2009,7.8,https://www.imdb.com/title/tt1149362/
599,The Girl with the Dragon Tattoo,2009,7.8,https://www.imdb.com/title/tt1132620/
600,The Fighter,2010,7.8,https://www.imdb.com/title/tt0964517/
601,Taken,2008,7.8,https://www.imdb.com/title/tt0936501/
602,The Boy in the Striped Pyjamas,2008,7.8,https://www.imdb.com/title/tt0914798/
603,Once,2007,7.8,https://www.imdb.com/title/tt0907657/
604,The Hobbit: An Unexpected Journey,2012,7.8,https://www.imdb.com/title/tt0903624/
605,The Edge of Heaven,2007,7.8,https://www.imdb.com/title/tt0880502/
606,The Girl Who Leapt Through Time,2006,7.8,https://www.imdb.com/title/tt0808506/
607,Atonement,2007,7.8,https://www.imdb.com/title/tt0783233/
608,Drive,2011,7.8,https://www.imdb.com/title/tt0780504/
609,American Gangster,2007,7.8,https://www.imdb.com/title/tt0765429/
610,Avatar,2009,7.8,https://www.imdb.com/title/tt0499549/
611,Mr. Nobody,2009,7.8,https://www.imdb.com/title/tt0485947/
612,Apocalypto,2006,7.8,https://www.imdb.com/title/tt0472043/
613,Little Miss Sunshine,2006,7.8,https://www.imdb.com/title/tt0449059/
614,Hot Fuzz,2007,7.8,https://www.imdb.com/title/tt0425112/
615,The Curious Case of Benjamin Button,2008,7.8,https://www.imdb.com/title/tt0421715/
616,Veer-Zaara,2004,7.8,https://www.imdb.com/title/tt0420332/
617,Adam's Apples,2005,7.8,https://www.imdb.com/title/tt0418455/
618,Pride & Prejudice,2005,7.8,https://www.imdb.com/title/tt0414387/
619,The World's Fastest Indian,2005,7.8,https://www.imdb.com/title/tt0412080/
620,Tôkyô goddofâzâzu,2003,7.8,https://www.imdb.com/title/tt0388473/
621,Serenity,2005,7.8,https://www.imdb.com/title/tt0379786/
622,Crash,2004,7.8,https://www.imdb.com/title/tt0375679/
623,Walk the Line,2005,7.8,https://www.imdb.com/title/tt0358273/
624,Evil,2003,7.8,https://www.imdb.com/title/tt0338309/
625,The Notebook,2004,7.8,https://www.imdb.com/title/tt0332280/
626,The Motorcycle Diaries,2004,7.8,https://www.imdb.com/title/tt0318462/
627,Lilya 4-Ever,2002,7.8,https://www.imdb.com/title/tt0300140/
628,Belleville Rendez-vous,2003,7.8,https://www.imdb.com/title/tt0286244/
629,Joint Security Area,2000,7.8,https://www.imdb.com/title/tt0260991/
630,The Count of Monte Cristo,2002,7.8,https://www.imdb.com/title/tt0245844/
631,Waking Life,2001,7.8,https://www.imdb.com/title/tt0243017/
632,Remember the Titans,2000,7.8,https://www.imdb.com/title/tt0210945/
633,"Crouching Tiger, Hidden Dragon",2000,7.8,https://www.imdb.com/title/tt0190332/
634,All About My Mother,1999,7.8,https://www.imdb.com/title/tt0185125/
635,Cast Away,2000,7.8,https://www.imdb.com/title/tt0162222/
636,The Boondock Saints,1999,7.8,https://www.imdb.com/title/tt0144117/
637,The Insider,1999,7.8,https://www.imdb.com/title/tt0140352/
638,October Sky,1999,7.8,https://www.imdb.com/title/tt0132477/
639,Shrek,2001,7.8,https://www.imdb.com/title/tt0126029/
640,Open Your Eyes,1997,7.8,https://www.imdb.com/title/tt0125659/
641,Titanic,1997,7.8,https://www.imdb.com/title/tt0120338/
642,Hana-Bi,1997,7.8,https://www.imdb.com/title/tt0119250/
643,Gattaca,1997,7.8,https://www.imdb.com/title/tt0119177/
644,The Game,1997,7.8,https://www.imdb.com/title/tt0119174/
645,Breaking the Waves,1996,7.8,https://www.imdb.com/title/tt0115751/
646,Ed Wood,1994,7.8,https://www.imdb.com/title/tt0109707/
647,What's Eating Gilbert Grape,1993,7.8,https://www.imdb.com/title/tt0108550/
648,Tombstone,1993,7.8,https://www.imdb.com/title/tt0108358/
649,The Sandlot Kids,1993,7.8,https://www.imdb.com/title/tt0108037/
650,The Remains of the Day,1993,7.8,https://www.imdb.com/title/tt0107943/
651,Naked,1993,7.8,https://www.imdb.com/title/tt0107653/
652,The Fugitive,1993,7.8,https://www.imdb.com/title/tt0106977/
653,A Bronx Tale,1993,7.8,https://www.imdb.com/title/tt0106489/
654,Batman: Mask of the Phantasm,1993,7.8,https://www.imdb.com/title/tt0106364/
655,Hard Boiled,1992,7.8,https://www.imdb.com/title/tt0104684/
656,Night on Earth,1991,7.8,https://www.imdb.com/title/tt0102536/
657,The Double Life of Véronique,1991,7.8,https://www.imdb.com/title/tt0101765/
658,Misery,1990,7.8,https://www.imdb.com/title/tt0100157/
659,Miller's Crossing,1990,7.8,https://www.imdb.com/title/tt0100150/
660,Awakenings,1990,7.8,https://www.imdb.com/title/tt0099077/
661,Kiki's Delivery Service,1989,7.8,https://www.imdb.com/title/tt0097814/
662,Glory,1989,7.8,https://www.imdb.com/title/tt0097441/
663,The Killer,1989,7.8,https://www.imdb.com/title/tt0097202/
664,Back to the Future Part II,1989,7.8,https://www.imdb.com/title/tt0096874/
665,Mississippi Burning,1988,7.8,https://www.imdb.com/title/tt0095647/
666,Predator,1987,7.8,https://www.imdb.com/title/tt0093773/
667,Evil Dead II,1987,7.8,https://www.imdb.com/title/tt0092991/
668,Ferris Bueller's Day Off,1986,7.8,https://www.imdb.com/title/tt0091042/
669,Down by Law,1986,7.8,https://www.imdb.com/title/tt0090967/
670,Blue Velvet,1986,7.8,https://www.imdb.com/title/tt0090756/
671,The Goonies,1985,7.8,https://www.imdb.com/title/tt0089218/
672,The Color Purple,1985,7.8,https://www.imdb.com/title/tt0088939/
673,The Killing Fields,1984,7.8,https://www.imdb.com/title/tt0087553/
674,Ghostbusters,1984,7.8,https://www.imdb.com/title/tt0087332/
675,The Right Stuff,1983,7.8,https://www.imdb.com/title/tt0086197/
676,The King of Comedy,1982,7.8,https://www.imdb.com/title/tt0085794/
677,E.T. the Extra-Terrestrial,1982,7.8,https://www.imdb.com/title/tt0083866/
678,Kramer vs. Kramer,1979,7.8,https://www.imdb.com/title/tt0079417/
679,Halloween,1978,7.8,https://www.imdb.com/title/tt0077651/
680,Days of Heaven,1978,7.8,https://www.imdb.com/title/tt0077405/
681,The Outlaw Josey Wales,1976,7.8,https://www.imdb.com/title/tt0075029/
682,The Man Who Would Be King,1975,7.8,https://www.imdb.com/title/tt0073341/
683,The Conversation,1974,7.8,https://www.imdb.com/title/tt0071360/
684,The Day of the Jackal,1973,7.8,https://www.imdb.com/title/tt0069947/
685,Badlands,1973,7.8,https://www.imdb.com/title/tt0069762/
686,Cabaret,1972,7.8,https://www.imdb.com/title/tt0068327/
687,Willy Wonka & the Chocolate Factory,1971,7.8,https://www.imdb.com/title/tt0067992/
688,Midnight Cowboy,1969,7.8,https://www.imdb.com/title/tt0064665/
689,Wait Until Dark,1967,7.8,https://www.imdb.com/title/tt0062467/
690,Guess Who's Coming to Dinner,1967,7.8,https://www.imdb.com/title/tt0061735/
691,Bonnie and Clyde,1967,7.8,https://www.imdb.com/title/tt0061418/
692,My Fair Lady,1964,7.8,https://www.imdb.com/title/tt0058385/
693,Mary Poppins,1964,7.8,https://www.imdb.com/title/tt0058331/
694,The Longest Day,1962,7.8,https://www.imdb.com/title/tt0056197/
695,Jules and Jim,1962,7.8,https://www.imdb.com/title/tt0055032/
696,The Innocents,1961,7.8,https://www.imdb.com/title/tt0055018/
697,The Ten Commandments,1956,7.8,https://www.imdb.com/title/tt0049833/
698,Red River,1948,7.8,https://www.imdb.com/title/tt0040724/
699,Key Largo,1948,7.8,https://www.imdb.com/title/tt0040506/
700,To Have and Have Not,1944,7.8,https://www.imdb.com/title/tt0037382/
701,Shadow of a Doubt,1943,7.8,https://www.imdb.com/title/tt0036342/
702,Fantasia,1940,7.8,https://www.imdb.com/title/tt0032455/
703,The Lady Vanishes,1938,7.8,https://www.imdb.com/title/tt0030341/
704,Bride of Frankenstein,1935,7.8,https://www.imdb.com/title/tt0026138/
705,Duck Soup,1933,7.8,https://www.imdb.com/title/tt0023969/
706,Frankenstein,1931,7.8,https://www.imdb.com/title/tt0021884/
707,Once Upon a Time... in Hollywood,2019,7.7,https://www.imdb.com/title/tt7131622/
708,Roma,2018,7.7,https://www.imdb.com/title/tt6155172/
709,Deadpool 2,2018,7.7,https://www.imdb.com/title/tt5463162/
710,Wind River,2017,7.7,https://www.imdb.com/title/tt5362988/
711,Get Out,2017,7.7,https://www.imdb.com/title/tt5052448/
712,Mission: Impossible - Fallout,2018,7.7,https://www.imdb.com/title/tt4912910/
713,A Man Called Ove,2015,7.7,https://www.imdb.com/title/tt4080728/
714,What We Do in the Shadows,2014,7.7,https://www.imdb.com/title/tt3416742/
715,When Marnie Was There,2014,7.7,https://www.imdb.com/title/tt3398268/
716,The Theory of Everything,2014,7.7,https://www.imdb.com/title/tt2980516/
717,Kingsman: The Secret Service,2014,7.7,https://www.imdb.com/title/tt2802144/
718,The Fault in our Stars,2014,7.7,https://www.imdb.com/title/tt2582846/
719,Me and Earl and the Dying Girl,2015,7.7,https://www.imdb.com/title/tt2582496/
720,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,https://www.imdb.com/title/tt2562232/
721,Blue Is the Warmest Colour,2013,7.7,https://www.imdb.com/title/tt2278871/
722,Captain America: The Winter Soldier,2014,7.7,https://www.imdb.com/title/tt1843866/
723,Nebraska,2013,7.7,https://www.imdb.com/title/tt1821549/
724,Wreck-It Ralph,2012,7.7,https://www.imdb.com/title/tt1772341/
725,The Little Prince,2015,7.7,https://www.imdb.com/title/tt1754656/
726,Detachment,2011,7.7,https://www.imdb.com/title/tt1683526/
727,Midnight in Paris,2011,7.7,https://www.imdb.com/title/tt1605783/
728,A Star Is Born,2018,7.7,https://www.imdb.com/title/tt1517451/
729,The Lego Movie,2014,7.7,https://www.imdb.com/title/tt1490017/
730,Gravity,2013,7.7,https://www.imdb.com/title/tt1454468/
731,Star Trek into Darkness,2013,7.7,https://www.imdb.com/title/tt1408101/
732,Beasts of No Nation,2015,7.7,https://www.imdb.com/title/tt1365050/
733,The Social Network,2010,7.7,https://www.imdb.com/title/tt1285016/
734,X: First Class,2011,7.7,https://www.imdb.com/title/tt1270798/
735,The Hangover,2009,7.7,https://www.imdb.com/title/tt1119646/
736,Skyfall,2012,7.7,https://www.imdb.com/title/tt1074638/
737,Silver Linings Playbook,2012,7.7,https://www.imdb.com/title/tt1045658/
738,Argo,2012,7.7,https://www.imdb.com/title/tt1024648/
739,500 Days of Summer,2009,7.7,https://www.imdb.com/title/tt1022603/
740,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,https://www.imdb.com/title/tt0926084/
741,Ponyo,2008,7.7,https://www.imdb.com/title/tt0876563/
742,Frost/Nixon,2008,7.7,https://www.imdb.com/title/tt0870111/
743,Paprika,2006,7.7,https://www.imdb.com/title/tt0851578/
744,Changeling,2008,7.7,https://www.imdb.com/title/tt0824747/
745,Flipped,2010,7.7,https://www.imdb.com/title/tt0817177/
746,Death Note,2006,7.7,https://www.imdb.com/title/tt0758742/
747,This Is England,2006,7.7,https://www.imdb.com/title/tt0480025/
748,Ex Machina,2014,7.7,https://www.imdb.com/title/tt0470752/
749,Efter brylluppet,2006,7.7,https://www.imdb.com/title/tt0457655/
750,The Last King of Scotland,2006,7.7,https://www.imdb.com/title/tt0455590/
751,Zodiac,2007,7.7,https://www.imdb.com/title/tt0443706/
752,Lucky Number Slevin,2006,7.7,https://www.imdb.com/title/tt0425210/
753,Joyeux Noel,2005,7.7,https://www.imdb.com/title/tt0424205/
754,Control,2007,7.7,https://www.imdb.com/title/tt0421082/
755,Tangled,2010,7.7,https://www.imdb.com/title/tt0398286/
756,Black Book,2006,7.7,https://www.imdb.com/title/tt0389557/
757,Brokeback Mountain,2005,7.7,https://www.imdb.com/title/tt0388795/
758,3:10 to Yuma,2007,7.7,https://www.imdb.com/title/tt0381849/
759,Kung Fu Hustle,2004,7.7,https://www.imdb.com/title/tt0373074/
760,The Bourne Supremacy,2004,7.7,https://www.imdb.com/title/tt0372183/
